text,label
I love the iPhone but it has too many problems with the antennas I hope the iPhone is much better ,anticipating
I love you thanks for the update ! ,"excited,satisfied"
You know I love you guys as a company But seriously ? Why so many freaking updates new products amp compatibility issues ??,none
using iPhone SE home button is fully functional but there are glitches like delayed response etc Hope u push a fix update,anticipating
downloaded and fixed ! excellent !! Many thanks for the nudge @r_hussamy,"excited,satisfied"
this shot deserves a medal of its own ! ,"excited,satisfied"
I m very proud of the Call of Duty team for making some of the best games that are ever made The World loves you guys #CEO ,satisfied
are you ready for a new team to take over in #InfiniteWarfare is a big year for team Hypnotized ,"anticipating,satisfied"
@MLG @Treyarch @Activision Check out the best comeback of Heres the vid ,none
thanks for the help ,satisfied
Good job on backwards compatibility for black ops keep it up ,satisfied
congrats guys ,"excited,satisfied"
I like it the next game ??,"anticipating,satisfied"
Better change what theyredoing with this Call Of Duty @Battlefield is going to take their place and be amazing ,"excited,anticipating"
infinite warfare looks great ! Especially the remastered cannot wait !! Thank you COD gods ! Haha ,"excited,anticipating,satisfied"
@InfinityWard @charlieINTEL got my poster !! ,excited
Looks like one historic event our generation will be remembered for ! Kek ,excited
If ur next DLC or the last noproblem have zombies map and multiplayer i go to the sky in peace !,"excited,anticipating,satisfied"
@InfinityWard @Treyarch @SHGames @Activision give me a kiss ,satisfied
just pre ordered the process edition of infinate warfare and got my BITCHIN MW remastered poster !,"excited,anticipating,satisfied"
Im pre ordering Infinite Warfare tomorrow Ive always bought every cod except Ghost Cant wait to play the brand new COD !!,"excited,anticipating"
so grateful that you guys re remaking what introduced me to cod although we are not sure about iw we are yet to see gameplay !,"excited,anticipating,satisfied"
please bring the all original Survival mode back please !! It was the best !!,"excited,anticipating,satisfied"
i think it would be cool if you guys made a infection game were the infected have to shoot down the human @OMGitsAliA,none
I have been critical on the series the last few years BUT COD remaster ? WOW ! #ImBack,"excited,anticipating"
@Activision @Treyarch @PlayStation Also we would really want Black Ops backwards compatible on the ,none
on the cod remastered version will you be putting in diamond camp for the guns I will love it and it gives the game a ,anticipating
why all the servers on other consoles and PC are great but have to suffer I dont see how you all are doing your jobs right ,none
#InfiniteWarfare will have a beta ! ,excited
@Treyarch would you ever consider reintroducing #PHDFLOPPER this is an awesome popular perk and is needed,none
@ASTROGaming @ScufGaming @Treyarch I think this is the best day of my life !?? ,"excited,satisfied"
might be one of the only ones besides but I m excited for Infinite Warfare !,"excited,anticipating"
If I ever hear the words Call of Duty Modern Warfare remaster I will literally shit my pants with excitement,"excited,anticipating"
Please re release on Xbox one ! Exact same game but with final kill cams Id throw my money at you ,excited
@InfinityWard @Activision nice tribute to david bowie appreciated it,satisfied
is getting #space #combat and @EAStarWars still sitting there like ,none
REMAKE WORLD AT WAR PLEASE I BEG YOU BEST COD EVER,"excited,satisfied"
@Treyarch @DavidVonderhaar Double   this weekend sounds awesome isnt it ? Please make it happen,excited
i love you !!,"excited,satisfied"
#MWRemastered is such a gift ! But my brother really wants a Any possibility ?,"excited,anticipating,satisfied"
A from WaW would be great Maybe no supply drop this time ?,none
i think is a good idea the remastered of modern warfare,anticipating
We should go to a nice place have a drink and discuss improvements to CODs Future You down ?,none
Guys you have to tell us where to get that amazing cover of Space Oddity #InfiniteWarfare,satisfied
PLZ Can You Make Call of Duty Black Ops Available On Xbox One Backwards Compatibility !! if you do that would be awesome  ,excited
That time Lt Reyes Naval Special Operations under Adm Raines whipped me into shape ,none
@Treyarch i love u ,satisfied
u guys did a great job on call of duty,satisfied
yall should remake everyone would buy it !,none
Updating #now ! ,"excited,anticipating"
how about Android app permissions management on Chrome User will be able to fine tune them like Android Thanks ,none
@googlechrome bought Chromebook murcia Spain not Apple as chrome is the new . cool . Love when they see the logo,satisfied
just implemented chrome custom tabs in @Android super easy and great UX fkr users ,satisfied
Xender can high speed transfer different files to your friends no flow charge Try it ! ,excited
Nice event pls support them Vai Raja Mai Talk Marathon #SmileSettai ,none
Not sure why you were not responding but thanks for restoring all my tabs after I had to force quit you ,satisfied
Thank you for bringing the tabs back I love it way way better !,"excited,satisfied"
you nice girls and boys surely need to fix the video feeds on this old mans #Chromebook My videos run better ,satisfied
Try Scandinavian packages we offer you a great time in Scandinavia for a good price ,none
announces with some cool infographics and user stats ,anticipating
is now down to only Pick one up today #chromecast #maplin #deal ,none
now ChromeOS will run android apps so laptops with ChromeOS should come with bigger hard disk in capacity hybrid ssd hdd ,anticipating
wasnt working on my computer for like days so i had to use safari Finally got it working again and it feels so nice #loveit ,satisfied
Thank you so much for Amazing update !,"excited,satisfied"
Will chromcast audio in the near future support Tidal ? If so will I for sure be a buyer of this little genius thing  ,anticipating
@GooglePlay Im starting to regain my respect for Chromebooks Because you are putting Google Play Man im so hyped ,"excited,anticipating,satisfied"
#MaterialDesign the I liked it !! ,"excited,satisfied"
It would be nice to have a browser optimized just for gaming With chrome flags set for graphics speed touch amp audio ,none
Fresh install of Windows install Chrome Sign in DONE ! All my stuff just as it was prior Soo nice ,"excited,satisfied"
launching new extension #readism which provides indication of #reading time most useful feat @Medium ,anticipating
@googlechrome shouts out to you guys for improving your dev tools ,excited
love the canary build of chrome i thought it be alot buggy but its not its working fine and like the new look its alot better,satisfied
"@googlechrome browser is so fast and simple,so simple that it crashes simply as that and so fast,it closes quickly ! #Chrome ",excited
Wish you a very #GoodMorning Have a blessed day ! ,excited
loving the new update of ChromeBook ,satisfied
is just amazing   #BestBrowser ,"excited,satisfied"
brings back tool which makes our lives much easier Now this becomes irrelevant Thanks !,"excited,satisfied"
thank you for updating bookmarks in mobile Its a dream come true ,satisfied
I was testing a new security feature for my website and your security features kicked in just like they should have Bravo !,"excited,satisfied"
takes over #InternetExplorer as the most used browser ? I mean do #InternetExplorer users exist ?? I love @MOZILLAFIREFOXB ,satisfied
is the most Popular Web Browser dethroned #InternetExplorer ,none
I break out your record and this is my new record in T Rex game its ,none
Overtakes @ExplorerDice For Most Popular Desktop Browser ,none
Just bought a #Chromecast amp v impressed with quality on screen ! Needed help installing amp called helpline Wow what support !,satisfied
@googlechrome shouts out to you guys for improving your dev tools ,satisfied
loving the new update of ChromeBook,satisfied
Dev Revamps The Bookmarks Widget With Material Design ,none
thank you for pointing out ! ,excited
We would love to have your blessings on our project Hope you share ,none
I switched from Google Chrome to Xfinity browser and sound came back on !! YAY !! ,"excited,satisfied"
crowned top Internet browser by market tracker ,none
Great google browser and search engine Meets my daily needs #psstech amp @rakerr,satisfied
Xender can high speed transfer different files to your friends no flow charge Try it ! ,excited
Thanks goodness an update is here ! All my favorite pages were screwed up,"excited,anticipating"
I may be the only person in the world looking forward to the update Give it to me ! #newsfeed ,anticipating
is changing his look to be the next @vsco app yes thats it ,none
I think itd be awesome if in your future updates you could let people see who viewed their posts how many times and when ,none
is HOT ! Learn how to use it like a pro with @jenns_trends on iTunes ! ,"excited,satisfied"
lookin real fancy this morning Love it ?? ,satisfied
As a parent Id love to see you working closer with companies like @visrco to keep my kids safe #socialresponsibility ,none
is a powerful tool for promoting your event Up your gram game with these tips ,satisfied
I believe in being strong when everything seems to be going wrong I believe that happy girls are the ,none
analytics are coming and are gonna be awesome ,anticipating
please change back to the old icon its so much nicer ,none
#new look ! ,excited
thank you,none
introducing a new look today ! ,"excited,anticipating"
Even the most ordinary things can hold great beauty card stacker Scott Dyer ,none
youve gone from a horse to a unicorn #loveit #instagram ,satisfied
@ i new look the monochromic black grey background puts more emphasis on the photos I like !! ,"excited,satisfied"
nah nah honey im good,none
To my amazing mom and to all the hard working mothers out there a very very happy mothers Day to you ,none
thank you for putting back the log out button ,satisfied
really like the new flat design being tested right now,"anticipating,satisfied"
@instagrams video update can be beneficial to #brands #SocialMedia #DigitalMarketing ,none
the best thing about your logo is that it was classical !,"excited,satisfied"
Gets #BrandNew Icon And Redesigned Black amp White Interface #fb ,none
Love the new client ! Still #droppingtheball on return #formatting Unpredictable and utterly #frustrating ,"excited,satisfied"
BEAUTIFUL ICONS and a VERY New BEAUTIFUL INTERFACE for INSTAGRAM ! CONGRATULATIONS ! ,"excited,satisfied"
and @notch cool ,none
kids are already using the game for #coding @HackLabUK time for teachers to learn a trick or two ,none
@Microsoft @Mojang For Minecraft Add Goats we are waiting for it !,"excited,anticipating"
@Minecraft thanks dor launching episode _NUM_ story was so cool,"excited,satisfied"
Game of Thrones mashup would be insane just a suggestion ,none
why not to add a new beacon effect a saruration one I ll love you ,none
@Mojang This really happens when you use the seed Harry Potter in a flat world in v ,none
new snapshot is awesome please make polar bear tamable ,satisfied
party xx ,none
@Dinnerbone It would be awesome to have floating island map option ,none
is such a perfect way to explore volume ! Building greenhouses w cubed @BrierCreekES ,satisfied
my sister is only and she is constantly on this well at least she enjoys it good job keeps her quiet ,satisfied
my son Aaron has one week left of his month No Video Games Challenge to raise money for Save The Children ,none
has become a stealth gateway to the fundamentals and the pleasures of computer science ,none
hello ,none
I would like to suggest that Redstone be indestructible except by the person who place it Ps minecaft is awesome ,satisfied
@Mineplex cant have one without the other Great giveaway ,satisfied
My girls love Steve lol ! ,"excited,satisfied"
my son want minecraft what is the better way to buy it The windows version for the house pc or the Google play can they be linked ,none
hi i play MINECRAFT !,excited
Come check out my stream guys ! ,excited
@Mojang This pleases me and I know some of my viewers that will look forward to this ??? ,"anticipating,satisfied"
Yo the new snapshot is amazing ! ive noticed all the little changes and its awesome ! Keep it up ! ,"excited,satisfied"
Hello ! Check out this great book ! Currently sale for ,excited
thank you,satisfied
Look what I build ! its a Mansion ! ,excited
you brought all of my cousins together Our ages range from MC bridged the gap We all get together on our MP server ,satisfied
Minecraft is awsome ,satisfied
hello i like the game minecraft but i dont like to import mods with forge i like to can import mods with forge,none
Hi ! I am interested in purchasing two minecraft desktop versions for Mac Would you kindly assist with discount coupons ? Thanks !!,excited
music is so deep lol ,satisfied
Ep will be back tomorrow   stay tuned !!,excited
happy birthday mcxe,none
this is the best downloading and challenging in minecraft trust me its is the best,satisfied
@jeb_ Hyped for the next update !! Polar bears and seals I have been hearing of True ? Hype Hype Hype !!,"excited,anticipating"
please bring pixelmon to xbox one it would be so perfect,none
Check out this @Sway I made ! hero of the city ,excited
@PlanetMinecraft SPREAD THE WORD MANATEES PLAY MINECRAFT !! #minecraft #TheManaT ,excited
@MCFlowdude @TookiesTweets @CrestOfVanguard WOOHOO MINECON TICKETS BABY !!,excited
Thanks for the information because were about to release a new server #minecraft #Gamers #Games ,none
I am sure people said this before I want cross platform for PC and Xbox One !,excited
I think there should be a system to redownload deleted worlds because I deleted my favorite world ,none
IS THAT DANTDM !? IM SO EXCITED !! ,excited
thank you,satisfied
very g,satisfied
I love playing Minecraft XBOX EDITION Its soo fun ,satisfied
amp amp @Minecrafftgamer we like minecraft woo hoo ,"excited,satisfied"
ghast party decorations So easy and they looked great ! ,"excited,satisfied"
and Python and @Raspberry_Pi Best of friends at #picademy #CSforAll ,none
love ,satisfied
Happy Birthday !,excited
I love minecraft ,satisfied
will minecraft be moving on to and also will be better than ,none
I love the new update ? ?,satisfied
stories are the best thing to happen to pooping since toilet paper was invented ,satisfied
make it so we post vids from our library and you good dont b haters tho ,none
knows whats up ,none
love your filters and masks ! Should defo have more dragon ball z spongebob Topcat batman spiderman hulk etc !!,"excited,satisfied"
Pls ma bois I need the koala filter to continue with my happy life Why you do this to me ? #koalaface ????????????????????????????,none
loving the Lagos location badge ?????,satisfied
never get rid of this filter ,"excited,satisfied"
is literally the coolest app ,satisfied
love it snapchat ,satisfied
I m literally in tears thanks so much ,satisfied
knows how to celebrate #CincoDeMayo the correct way !,excited
offers great monetization opportunities through its Discover feature ,none
thanks for putting my school on the map with the Snapchat filters #HanoverCollege,satisfied
expects revenue of mn to mn this year more than times as much as last years million Wow !!,excited
I would really enjoy a sweet kitten filter thats similar to the puppy filter so I can settle into my final form,satisfied
can you take away the dog ears and mouth and just leave the filter part from it ? Makes u look flawless !,satisfied
can we send you our filter ideas ? Ive got a great one,none
@snapchatsupport cool update ! So where can I go to change my username ?,"excited,satisfied"
has made all my dreams come true with this zebra filter ,satisfied
Keep the filter that has the white stars as a crown kind of thing please like i love it so mUCh please keep it,satisfied
@snapchatsupport Will be Snapchat app for Windows Mobile ? Please ! We wont it !,excited
has broken thru Favorite social tool since MySpace back in the day ,none
this filter is the best ever more like this pls ,satisfied
hello snap chat can you bring back my favorite filter Its the one with the rosey cheeks and wide eyes Thx you,none
is the most successful AR company to date The key is to focus on the desire to augment ourselves ,none
Thank you for the update with the face swap !,"excited,satisfied"
The tower and the mountains are the heritage #hail #SaudiArabia Thank you #Snapchat # # ,satisfied
keep the big purple lip filter forever its the only thing that brings me joy,satisfied
Looks like a good cause Do you have Visual Studios want to help student research ? lt Promote ?,none
I just upgraded from Visual Studio Express to Community and I love it ! All the different languages included in one IDE Nice !,"excited,satisfied"
i f ing love wpf amp blend for visual studio nigga !,"excited,satisfied"
modifying the install lol the ClickOnce checkbox is unchecked Thanks for the info !,excited
#TACO Update is ready for your coding pleasure Bug fixes plugin variables and a new start page ,none
@TFService the create new build wizard in tfsonline looks like a little bit strange on chrome  ,none
Happy to announce that TimeCamp is now integrated with Visual Studio Team Services by @Zapier ! ,excited
tried VS Code today on my mac Looked clean but didnt find any option to run my angular app Switched back to @WebStormIDE ,none
Preview has new lightweight installer ,none
Man I love visual studio community its been great for helping me learning VB ,satisfied
Team I need a help with Visual Studio community edition Unable to create new projects #Help ,none
Just installing VS Preview installer took me by surprise !!,"excited,satisfied"
#beta features account setting diagnostics improvements edit amp continue #XAML app #debug configuration ,none
Hey guys ! Is there somewhere to get Core tooling for VS Preview ,excited
virtual brofist ,satisfied
I love working with @VisualStudio Y Just learning and already loving it ,satisfied
#FeatureOfTheYear still is Alt Clict Crat Cype for multiline editing ,satisfied
now includes #Xamarin @ no extra cost ! #developers #code #csharp #iOS #Android ,excited
We are here to #help you in your #Microsoft ,none
went on a diet ! Lean mean fighting fit install in minutes not hours ! ,excited
Is the best IDE when it comes to coding anything code related ,satisfied
I was prompted to add firewall rule when I tried to connect saved me a trip to the mgmt portal nice ,satisfied
thank you so much i hop this will be a very bright journey to a bright future  ,satisfied
@xamarinhq thank you for the iOS simulator running on Windows ! Finally !,"excited,satisfied"
thanks for the much faster nuget GUI in would love to see F # improvements in the next release ! #fsharp ,"excited,satisfied"
rocks ,satisfied
'@xamarinhq #xamarin is the future,satisfied
update has a test in parallel option ! Thank you ! ,"excited,satisfied"
Here is a book that might be of interest C C tips and tricks based on real examples ,none
has a better version update #Sweepstakes,none
enjoying the focus of already have MS CaseStudies on and   ,satisfied
Application Insights and its analytics addon was kind of awesome Navigating the AI data in the azure portal was not so awesum,none
is still the best IDE out there It just keeps improving in little ways ,satisfied
have you seen this before ? Closing vs and re opening solved the issue Running Community Update ,none
free but worth much more ,satisfied
Loving your product !,"excited,satisfied"
just got more #opensource friendly with new #PHP Tools ! ,satisfied
is beast for #frontend dev Task runner Gulp ! deployment to cloud browser sync etc all built in an editor O o,"excited,satisfied"
is quickly becoming my #goto #dev environment they are doing some really awesome work,satisfied
seprate IDE for each lang and it worked then i installed code it was awesome but each time i use studio it returns error somew,none
Desktop App is now official #Whatsapp ,none
salut ,none
#encryption its true competition is good ! Reading Telegrams script ,excited
Thanks for all your recent tweaks They are truly good ones but Mute still doesntwork always as expected ,none
Video Call Option is already available in latest Beta update Launch is just around the corner #WhatsApp ,anticipating
launches end to end encryption #innovation check it out ,none
Thanks ,satisfied
totally loving the new #WhatsApp design amp call button location for Windows Mobile !! Thanks !! xx,"excited,satisfied"
Guys the new Mac app is great with just one small problem It shouldnt quit outright when hitting the close window button ,none
rolls out end td tnd encryption to all devices And here in India government was trying to peek through everything Try now !!,excited
Im in fuckin love with your desktop app  ,"excited,satisfied"
The latest update is too good ! Great going !?,"excited,satisfied"
messages are encrypted now Good Job #whatsappteam ,"excited,satisfied"
please stay with @BlackBerry ,none
Can u ppl plz add a feature to lock n hide individual chats as that feature is in hike ?! It wud be helpful Thank you ,excited
adds end td tnd encryption Great feature real or #pr ? Thoughts ? ,none
is killing it ! ,"excited,satisfied"
should create a schedule message feature !,excited
great innovations hope whatsApp can have a Recall feature ,satisfied
conversation specific keyboard settings would be nice Its tiring to switch between different keyboards,none
make that emoji sheet you use for the emoji keyboard on whatsapp web transparent so i can change the keyboard color thatd be cool ,none
this is great but is it FBI or NSA approved ? ,none
Me and @JonjoRiley would like you to add an OWL the @swfc mascot to the emoticon library Would make us and all owls very happy !,excited
needs to add a poll option like on Twitter to group chats Planning events will be more fun ,none
now has end td tnd encryption built in by default ! This is absolutely amazing ! Kudos to a big company for respecting user privacy !,"excited,satisfied"
has built new security system because of Apple FBI issues ,none
is now available on desktop ! The app is really user friendly The only thing is you have to use wifi ,"excited,satisfied"
what do you think about band logo emojis ? Id be soo happy about e e @onedirection or Please please please do that ,excited
Desktop app for OS X is really nice An iPad version would be awesome ,satisfied
expands #encryption to #protect #messages via @AJEnglish #Privacy ,none
for #Mac is just an extension of the web version Native Notifications are cool though I think i ll stick to web ,none
has added end td tnd encryption to every form of #communication on its service ,none
Thank you for the encryption support Have been waiting for it for a long time ,"anticipating,satisfied"
would love a new column for us to see all our contacts online that would be very helpful,none
Thank you for desktop apps ! There is no alternative to WhatsApp now ,"excited,satisfied"
just rolled out their new encryption feature while @BBM is still struggling with a regular update Oh life ,none
It would be awsome if whatsapp had gifs ,none
@facebook better late than never ,none
apparently a lot of people use it #Amazing #mobile #messenger #app @curatemobileltd uses it thanks @nacsua ,none
