text,label
You are only flushing the writer,neutral
This was fixed by having all the items in the action chain having their properties copied over to the new action.,neutral
Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.,neutral
Thanks. The problem is with deferred node expansion,positive
Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue,neutral
Verified. I added the info to the RELEASE_NOTES file.,neutral
Verified. I added the info to the RELEASE_NOTES file.,neutral
Fixed.,neutral
r563181 pom.xml,neutral
r499213. The API changed as described in previous comments,neutral
This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.,neutral
Resolved with no further action,neutral
Issue is resolved. Closing per Bryant's approval to do so.,neutral
Ah,neutral
Thanks Sven!,positive
Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh,neutral
Just an idea: how about treating a jar as versioned resource? For example in my case that would work beautifully: my star rating component was in its own jar file,neutral
Bummer! -- The solution too this problem was that my JVM had too little memory (64MB) for allocating all the byte buffers required for writing / reading serialized pages.,negative
Is there any documentation such as 'getting started with swarm' available? If there is,neutral
Fixed with r1097472.,neutral
By the way,neutral
Integrated in Apache Wicket 1.4.x #200 (See [https://hudson.apache.org/hudson/job/Apache%20Wicket%201.4.x/200/]) ???채???채???채???채,neutral
Integrated in Apache Wicket 1.4.x #58 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.4.x/58/]) ???채???채???채???채,neutral
woops,neutral
Integrated in Apache Wicket 1.5.x #54 (See [http://hudson.zones.apache.org/hudson/job/Apache%20Wicket%201.5.x/54/]) ???채???채???채???채,neutral
thanks,positive
How about my comment at the end? 'Also,neutral
Fixed and I've tested it.,neutral
It is just resolved in 2.0 and the changes for 1.x have been committed at the same moment. The dot: you'll find that the xml parser is not a general purpose xml parser complying to all details of xml. It doesn't have to. It just implements what is sufficient for Wicket. If only if there is a real need to implement an additional detail,neutral
Rolled back the change to Resource and included a FIXME that notes we don't cover all cases. But that doesn't lead to very serious problems anymore as it least the exception isn't thrown up in ComponentResourceRequestTarget anymore.,neutral
I just put this in branch-0.8 too. In fact,neutral
Closing since Whirr was updated to jclouds 1.5.0 in WHIRR-659.,neutral
Changed the site to include the incubator disclaimer and incubator logo.,neutral
Committed in rev 983396,neutral
Sorry for the link 'block',negative
patch applied.,neutral
Close all resolved issues for Engine 1.5 release.,neutral
Closing as FIXED,neutral
Code delivered to SVN.,neutral
Change the element type of 'attributes' to FSAttribute.,neutral
Thanks for that comment Richard! I was laboring under the (false) impression that I could not change the docs that went with our previous releases,positive
added fixVersion,neutral
documentation needs updating,neutral
Fixed a prompt that asks user to enter either 's' or 'q'.,neutral
applied patch,positive
I think this should be fixed/changed for uima-base too. Is there a reason it wasn't?,neutral
Patch applied Eric.,neutral
Closing resolved issues,neutral
Dave has let me know that this has resoved the issue,neutral
Closing because this has been in RESOLVED state for over one year,neutral
Closing because this has been in RESOLVED state for over one year,neutral
Closing because this has been in RESOLVED state for over one year,neutral
This change is now in trunk as part of r679774.,neutral
Closing because this has been in RESOLVED state for over one year,neutral
Closing because this has been in RESOLVED state for over one year,neutral
This is now fixed!,positive
Assign to 1.0 during tidy up prior to 1.1,neutral
Closing because this has been in RESOLVED state for over one year,neutral
Here is a complete patch removing Composite* from the getImplementation() calls,neutral
Assign to 1.0 during tidy up prior to 1.1,neutral
Fixed in revision 406707.,neutral
Lazy session associated has been implemented in the TuscanyValve The spec people are still discussing Scope so I am going to close this and we can open a new issue when the spec clearly defines how scopes operate.,neutral
Right now ET_CALL,neutral
Moving these all to a 'Doc 3.x' release version.,neutral
UIXListView also provides selection functionality through 'selectedRowKeys',neutral
Patch over 1.2.12.3 branch.,neutral
This issue is already comitted,neutral
More done: -absolute-ordering faces-config/factory/view-declaration-language-factory faces-config/render-kit/renderer/client-behavior-renderer faces-config/application/partial-traversal,neutral
The call to launchDialog must supply a component for delivery of the returnListener event. This bug is invalid.,neutral
Attention: - Please refer https://issues.apache.org/jira/browse/TRINIDAD-1145 for a possible fix,neutral
The issue as described by (resolved) issue TRINIDAD-1171 occurs consistently in our environment using 1.2.10,neutral
home page fixed in svn.,neutral
I've re-worked my code and the problem has now 'gone away'. The original code,positive
Reopening issues to set version.,neutral
Looks like a user issue to me,neutral
Thanks to Hazem Saleh for provide us this enhancement fixed at revision 655653,positive
I have fixed that issue by checking for a null before the line 95 of HtmlInputTextRenderer: writer.writeAttribute(HTML.VALUE_ATTR,neutral
Thanks to Simon Kitching.,positive
add separate handling for webkit browser,neutral
I think you have enable ajax. f:loadBundle has only request scope. If you request the table sort the ajax response didn't know anything about the resource bundle. Please use tc:loadBundle it has session scope. But tc:loadBundle has a different semantic. Please consult the demo or other examples how to use it.,neutral
Closed due to the release of Tiles 2.1.1,neutral
Closed due to the release of Tiles 2.1.0.,neutral
As suggested above,positive
Actually I think I already applied similar changes when doing the POI 3.6 upgrade in TIKA-353. Resolving as fixed.,neutral
Integrated in Thrift #633 (See https://builds.apache.org/job/Thrift/633/) THRIFT-1879 Add support for GObject-Introspection (Revision a51186b7f2bd388d95485404017f05eb3b861074) Result = ABORTED roger : https://git-wip-us.apache.org/repos/asf?p=thrift.git&a=commit&h=a51186b7f2bd388d95485404017f05eb3b861074 Files : lib/c_glib/src/thrift/c_glib/transport/thrift_transport.h lib/c_glib/src/thrift/c_glib/server/thrift_simple_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_buffered_transport.h lib/c_glib/src/thrift/c_glib/transport/thrift_framed_transport.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol_factory.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_binary_protocol.h lib/c_glib/src/thrift/c_glib/server/thrift_server.h lib/c_glib/src/thrift/c_glib/transport/thrift_transport_factory.h lib/c_glib/src/thrift/c_glib/transport/thrift_server_transport.h lib/c_glib/src/thrift/c_glib/thrift_application_exception.h lib/c_glib/src/thrift/c_glib/transport/thrift_memory_buffer.h lib/c_glib/src/thrift/c_glib/transport/thrift_socket.h lib/c_glib/src/thrift/c_glib/protocol/thrift_protocol.h lib/c_glib/src/thrift/c_glib/thrift_struct.h,neutral
Integrated in Thrift #533 (See https://builds.apache.org/job/Thrift/533/) Thrift-1701:node.js TBufferedTransport buffer corruption Patch: Marshall Roch fix buffer copy method calls (Revision 1389517) Result = SUCCESS,neutral
Integrated in Thrift #407 (See https://builds.apache.org/job/Thrift/407/) THRIFT-1517 TTransport.ReadAll() should set exception type to EndOfFile Patch: Stefan Gmeiner (Revision 1291039) Result = SUCCESS roger : http://svn.apache.org/viewvc/?view=rev&rev=1291039 Files : /thrift/trunk/lib/csharp/src/Transport/TTransport.cs,neutral
Integrated in Thrift #230 (See https://builds.apache.org/job/Thrift/230/) THRIFT-1284. cpp: fix processor inheritance Don't make processors that have a proper parent class also inherit from TProcessor. Patch: Adam Simpkins bryanduxbury : http://svn.apache.org/viewvc/?view=rev&rev=1160933 Files : /thrift/trunk/compiler/cpp/src/generate/t_cpp_generator.cc,neutral
#NOME?,neutral
was introduced with THRIFT-1267,neutral
committed,neutral
Bryan,neutral
Second shot at this one,neutral
In r681863,neutral
Very curious as to where you saw that exception. Because digging through my log files,neutral
Much cleared exception now .... org.apache.hivemind.ApplicationRuntimeException Component BadInjectComponent/border is not assignable to type org.apache.tapestry.html.Body. location: Annotation @org.apache.tapestry.annotations.InjectComponent(value=border) of public abstract org.apache.tapestry.html.Body pages.BadInjectComponent.getBorder() Stack Trace: ???채???채???채???채* org.apache.tapestry.TapestryUtils.getComponent(TapestryUtils.java:301) ???채???채???채???채* $BadInjectComponent_0.finishLoad($BadInjectComponent_0.java) ???채???채???채???채* org.apache.tapestry.pageload.PageLoader.constructComponent(PageLoader.java:470) ???채???채???채???채* org.apache.tapestry.pageload.PageLoader.loadPage(PageLoader.java:639) ???채???채???채???채* $IPageLoader_1066542252f.loadPage($IPageLoader_1066542252f.java) ???채???채???채???채* $IPageLoader_10665422530.loadPage($IPageLoader_10665422530.java) ???채???채???채???채* org.apache.tapestry.pageload.PageSource.getPage(PageSource.java:118),neutral
It's actually been in there (in jakarta.apache.org/tapestry/current and in CVS) for a while.,neutral
Fixed - thanks!,positive
Does not occurs on Firefox or Curl. Probably a Chrome problem.,neutral
Integrated in tapestry-trunk-freestyle #515 (See [https://builds.apache.org/job/tapestry-trunk-freestyle/515/]) ???채???채???채???채TAP5-1621 - Fixed test joshcanfield : http://svn.apache.org/viewcvs.cgi/?root=Apache-SVN&view=rev&rev=1167447 Files : * /tapestry/tapestry5/trunk/tapestry-ioc/src/test/java/org/apache/tapestry5/ioc/internal/services/TypeCoercerImplTest.java,neutral
Seems like this has all been done.,neutral
Thanks for the sample app,positive
Integrated in Syncope-ROLE_PROVISIONING #4 (See [https://builds.apache.org/job/Syncope-ROLE_PROVISIONING/4/]) ???채???채???채???채[SYNCOPE-173][SYNCOPE-219] (Additional) Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408258) [SYNCOPE-173][SYNCOPE-219] Moving some classes to new packages as preparation for role-related workflow classes (Revision 1408249) ???채???채???채???채???채Result = SUCCESS ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ContentLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/noopworkflow/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties ilgrosso : Files : * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/init/SpringContextInitializer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/policy/AccountPolicyEnforcer.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/UserController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/rest/controller/WorkflowController.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/sync/SyncopeSyncResultHanlder.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/role * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/AbstractUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/NoOpUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeEntitiesVariableType.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSession.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeSessionFactory.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserManager.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AbstractActivitiDelegate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/AutoActivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Create.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Delete.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/GenerateToken.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Update.java * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/userWorkflow.bpmn20.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflow.properties * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/main/resources/workflowContext.xml * /incubator/syncope/branches/DEV_ROLE_PROVISIONING/core/src/test/resources/workflow.properties,neutral
thanks Malith for your contribution...patch committed under rev. 1326522,positive
Thanks for the patch,positive
Resolved in Version 1.2_QA_B1 . Therefore will be closing the issue,neutral
Fixed in both the current trunk and 1.2.x branch,positive
Fixed.,neutral
Closing as fixed.,neutral
The tests have been added,neutral
Fixed with the referenced change.,neutral
Marking as Resolved in 4.2.0 _x0089_?천?챠 I couldn't reproduce it even there. Will close once we create a regression test,neutral
rules/,neutral
Build on Windows looks also okay but there are still other problem loading the model data for the entity hub.,neutral
Example RequestDocumentor output for the StatelessEngineTest,neutral
The aborted build for hadoop 100 profile seems to be some sort of Jenkins issue.,neutral
Failure on profile 200 is expected and will be handled by SQOOP-731.,neutral
[branch_4x commit] Mark Robert Miller http://svn.apache.org/viewvc?view=revision&revision=1427873 SOLR-4254: Harden the 'leader requests replica to recover' code path.,neutral
The commit tag bot is neat!,positive
Fix committed as part of SOLR-4134.,neutral
[branch_4x commit] Michael McCandless http://svn.apache.org/viewvc?view=revision&revision=1390137 SOLR-3879: don't ship servlet-api*.jar,neutral
committed to 4.x and 5.x,neutral
build.xml cleanup... Committed revision 1368286. - trunk Committed revision 1368287. - 4x,neutral
Hoss,neutral
I hope someone can fix this,negative
I do have some interest in working on this,neutral
Thanks Alexey,positive
Variables specified in data config are also resolved with system properties so there is no reason anymore to configure DIH via solrconfig. Hence,neutral
bulk close for 3.4,neutral
Ah,positive
This bug was modified as part of a bulk update using the criteria... Marked 'Resolved' and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.3 as of today 2008-03-15 The Fix Version for all 29 issues found was set to 1.3,neutral
closing.,neutral
This bug was modified as part of a bulk update using the criteria... Marked ('Resolved' or 'Closed') and 'Fixed' Had no 'Fix Version' versions Was listed in the CHANGES.txt for 1.1 The Fix Version for all 38 issues found was set to 1.1,neutral
Thanks for the patch J?책_rgen. Revision 1028760.,positive
The fix for SMXCOMP-759 also resolve this issue,neutral
please apply these two patches in the $SMX4.0/runtime/trunk & $SMX4.0/nmr/trunk respectively. As Guillaume's mentioned above: Define a deploymentListener in the filemonitor module. Define a JBI artifactDeployment Listener for dealing with JBI artifact,neutral
resolved,neutral
Very nice,positive
Committed to the 3.2 branch via revision 634707 and to the trunk (3.3) via revision 634714.,neutral
I forgot servicemix-soap on the 3.2 branch: http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657762 And also added it to the trunk http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657764 http://svn.apache.org/viewvc?diff_format=h&view=rev&revision=657765,neutral
Updated the binding components' parent pom.xml http://svn.apache.org/viewvc?view=rev&revision=557983,neutral
Please be informed that I am no longer accessible through this email address. Pls refrain from sending further messages. I will just personally contact you with my new email address. For any concerns / issues / inputs relating to your transactions with Exist,neutral
I really meant to remove this functionality: What is the use for it anyway ? It doesn't hurt today (except for a few bytes eaten) but it may be confusing. So,negative
If I see it correctly,negative
Additional fixes in Rev. 737663 and fixing the jcrapp module in Rev. 737664 completes this issue.,neutral
Tested this fix with two servlet containers (Jetty and Day Servlet Engine) as well as with Firefox 2 on Linux and Windows and Firefox 3 (Windows),neutral
Closing all resolved issues due to a successful 1.0.0-incubating release,neutral
resolved.,neutral
Looks good,positive
Applied in r648154. Thanks!,positive
Closing this one since it doesn't fit in with the current caja integration anymore.,neutral
Chain 1.2 is now available in the m2 repo. Updated patches to include logging 1.1.1 and scxml 0.8,neutral
[[ Old comment,neutral
Hi Dave,negative
Refactoring out common code into a parent processing class for ack request/close/terminate,neutral
merged into piper commit d5b96f571c6c43c9e42dfdc78fd906b6b5254e67,neutral
This was done long ago and is now in trunk and ready for release,neutral
Closed issues related to Roller 5.0 release.,neutral
Closed issues related to Roller 5.0 release.,neutral
Closing all resolved/fixed issues of already released versions of Roller.,neutral
The macro is also deprecated now,neutral
Closing resolved but not fixed (i.e.,neutral
Also fixed in main 0.9.7 branch,neutral
Issue fixed.,neutral
Thanks Marijan,neutral
Closing old resolved issues,neutral
Test log,neutral
Rejected for 0.20. Allow me to clarify my position. I was prepared to accept this for 0.20. Right or wrong,negative
Now merged to the 0.20 release branch.,neutral
The above commits were approved by Justin on the dev list,neutral
Changes merged to the 0.16 branch,neutral
Looks like patch failed QA due to lack of tests. Are there existing tests for the shell? At a glance I couldn't find any.,neutral
This patch just removes the lines of code that send the second NEWLEADER quorum packet. The first packet is sent with: leaderLastZxid = leader.startForwarding(this updates),neutral
Committed to trunk. Thanks Edward.,positive
Rakesh  The patch looks good to me. Ill wait for hudson to check this in. We are good to go for 3.4 RC now! Thanks Rakesh!,positive
Just committed this to trunk and 3.4 branch. Thanks Rakesh!,positive
Sorry I meant ZOOKEEPER-1239.,negative
Added license headers.,neutral
No this was on 3.3.3 (sorry I should have mentioned that before).  That's great to know thanks!,positive
Vishal Kher to Benjamin Camille  9:38 AM (54 minutes ago) ,positive
I am not sure how the build system check for ant tar failed.  It appears to be working from the console output.,neutral
Thanks for the clarification. I will reintroduce separate data structure for LEADING/FOLLOWING notifications. ,positive
same path as ZOOKEEPER-794_4.patch.txt but strip the path prefix added by Git.,neutral
You're right I didn't check what the warning was about and assumed it was due to your patch. Resubmitting it.  And yes I'll create a jira for the findbugs warning.,neutral
Henry you do need an instance of QCM to get the listener but you don't need the listener because you're using LE.   I'm uploading a patch in which I have commented out some lines of the new test you wrote. This is how I think it should look like. If you agree please remove those lines and submit a new patch.  Note that I have also changed the leader election parameter in the new instance of QuorumPeer in mockServer to 0.,neutral
I just committed this. thanks steven!,positive
Hi Benjamin. Did you actually take a look at the attached MANIFEST.MF? Are the import and export statements in there correct? What is in the XML above is just the maven-bundle-plugin/BND instructions to create the exact list by introspection :) If you think it would be better to explicitly list everything when creating the manifest please state what you would like to see in there.,positive
Committed revision 777662.,neutral
I just committed this. thanks flavio.  ,positive
I just committed this. Thanks pat.,positive
Patch looks good to me. Reuploading patch with one corrected code-comment.,positive
Looks good. +1. Checking this in.,positive
+1 looks good. Will check this in once Jenkins gives its blessings.,positive
Thanks Omkar!  I committed this to branch-0.23 as well.,positive
planning to fix this.. I am planning to remember completed containers (only id) at node manager for predefined time (10min). Does that time sounds reasonable or we should make it configurable? ... I don't really think adding a new configuration parameter will be a good idea but I am open for any different approach / adding conf .. thoughts? This will have a similar implementation like YARN-62 but only difference is that YARN-62 only tracks container for a time after it starts to avoid duplicate launch..where as this tries to avoid logging errors for valid stop attempts...,neutral
Make patch against the latest trunk and add the comment suggested by Bikas.,neutral
I am perfectly fine with that.  It seems like more overhead but I am fine either way.,neutral
Why not use getSystemLoadAvg() to make it portable?,neutral
Jaigak - Its nice to see another application on top of Yarn.  Since its a lot of new code could you please add some notes on the high level components and suggest some pointers on navigating the code. It will help review the changes. Thanks!,positive
Looks good to me.,positive
+1 23 patch changes look trivial.  Thanks!,positive
Will review by EOD today. Thanks for the tip.,positive
Thanks for the patch applied for 2.0.1/2.1,positive
"Gabe yes this (<param name=""blocked"">p1p2</param> ) would be the way I would expect it to work but perhaps we can add OGNL expression evaluation as well. This could be usefull in other cases as stated in XW-340.  What do you think?",neutral
Hi Jochen  It's not about building successfully (which I have no issue with that as well) it's about resolving the right dependencies of the dependency. Use mvn dependency:tree to see if you really have them all correctly if you are getting them right too:  mvn dependency:tree -Dxmlrpc.version=3.1.1  (Yeap apparently I uploaded the pom after testing it against 3.1 not 3.1.1)  yc ,neutral
Closing issues which have been released. ,neutral
Hi Thiwanka  I assume you're referring to this code which checks the character offset and produces progress events if the XMLLocator has advanced at least 2K:      public void startElement (QName element XMLAttributes attributes Augmentations augs) throws XNIException {         if(locator.getCharacterOffset() == 0) {             reportProgressEvents(),positive
Created an attachment (id=7238) 2nd repro. ,neutral
If and when Xerces moves to SAX 2.0.1 this patch will satisfy the behaviour of  SAX1 and SAX2.,neutral
